5,40,75.0
5,40,75.0
5,40,40.0
5,40,40.0
5,40,75.0
5,40,75.0
5,40,75.0
5,40,75.0
5,40,75.0
5,40,75.0
5,40,75.0
5,40,75.0
5,40,75.0
5,40,75.0
5,40,75.0
5,80,151.0
5,80,151.0
5,80,151.0
5,80,151.0
5,80,151.0
5,80,80.0
5,80,80.0
5,80,151.0
5,80,151.0
5,80,80.0
5,80,151.0
5,80,80.0
5,80,80.0
5,80,151.0
5,80,151.0
5,160,160.0
5,160,160.0
5,160,127.0
5,160,160.0
5,160,158.0
5,160,137.0
5,160,160.0
5,160,160.0
5,160,112.0
5,160,160.0
5,160,160.0
5,160,128.0
5,160,160.0
5,160,303.0
5,160,128.0
5,320,320.0
5,320,143.0
5,320,55.0
5,320,320.0
5,320,142.0
5,320,72.0
5,320,320.0
5,320,158.0
5,320,70.0
5,320,320.0
5,320,166.0
5,320,56.0
5,320,320.0
5,320,144.0
5,320,40.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,40,75.0
10,80,151.0
10,80,151.0
10,80,151.0
10,80,80.0
10,80,151.0
10,80,151.0
10,80,80.0
10,80,151.0
10,80,151.0
10,80,80.0
10,80,151.0
10,80,151.0
10,80,80.0
10,80,151.0
10,80,80.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,160.0
10,160,283.0
10,160,160.0
10,320,320.0
10,320,185.0
10,320,72.0
10,320,320.0
10,320,236.0
10,320,77.0
10,320,320.0
10,320,205.0
10,320,93.0
10,320,320.0
10,320,191.0
10,320,90.0
10,320,320.0
10,320,200.0
10,320,113.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,75.0
30,40,40.0
30,40,75.0
30,40,75.0
30,80,151.0
30,80,80.0
30,80,80.0
30,80,151.0
30,80,151.0
30,80,151.0
30,80,80.0
30,80,151.0
30,80,151.0
30,80,80.0
30,80,147.0
30,80,151.0
30,80,151.0
30,80,151.0
30,80,151.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,159.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,160.0
30,160,160.0
30,320,320.0
30,320,305.0
30,320,130.0
30,320,320.0
30,320,293.0
30,320,136.0
30,320,320.0
30,320,320.0
30,320,151.0
30,320,320.0
30,320,319.0
30,320,141.0
30,320,320.0
30,320,301.0
30,320,143.0
60,40,75.0
60,40,75.0
60,40,75.0
60,40,40.0
60,40,75.0
60,40,75.0
60,40,40.0
60,40,75.0
60,40,75.0
60,40,75.0
60,40,75.0
60,40,75.0
60,40,40.0
60,40,75.0
60,40,75.0
60,80,151.0
60,80,151.0
60,80,151.0
60,80,80.0
60,80,151.0
60,80,151.0
60,80,80.0
60,80,151.0
60,80,151.0
60,80,151.0
60,80,142.0
60,80,80.0
60,80,151.0
60,80,151.0
60,80,151.0
60,160,160.0
60,160,160.0
60,160,160.0
60,160,160.0
60,160,303.0
60,160,160.0
60,160,160.0
60,160,160.0
60,160,160.0
60,160,160.0
60,160,160.0
60,160,303.0
60,160,160.0
60,160,160.0
60,160,160.0
60,320,320.0
60,320,311.0
60,320,157.0
60,320,320.0
60,320,318.0
60,320,157.0
60,320,320.0
60,320,308.0
60,320,155.0
60,320,320.0
60,320,318.0
60,320,156.0
60,320,320.0
60,320,319.0
60,320,164.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,40,75.0
120,80,151.0
120,80,151.0
120,80,151.0
120,80,80.0
120,80,151.0
120,80,151.0
120,80,80.0
120,80,147.0
120,80,151.0
120,80,151.0
120,80,151.0
120,80,80.0
120,80,80.0
120,80,150.0
120,80,80.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,160,160.0
120,320,320.0
120,320,317.0
120,320,165.0
120,320,320.0
120,320,309.0
120,320,166.0
120,320,320.0
120,320,318.0
120,320,169.0
120,320,320.0
120,320,314.0
120,320,167.0
120,320,320.0
120,320,319.0
120,320,159.0
